Folder,Offset,SLP,R1p,R1p_err,RedChiSq
1542,9550,3000,6.587225688641204,0.39389069961722134,7.546896327420998
1543,10505,3000,4.941625040966726,0.3768060255234914,2.028799788180041
1540,7640,3000,6.814212057754791,0.41002167698685266,2.9894060843230092
1541,8595,3000,7.637133576516681,0.42691571147013,12.429349819534812
1526,-5730,3000,10.054976380902579,0.4103395359212353,1.835379935037593
1527,-6685,3000,8.580189303674887,0.4234498811352498,0.44436274932195485
1469,2862,1000,6.167050762924302,0.3748382192624449,2.861935085865372
1468,2544,1000,6.731529018390892,0.4315616847018847,0.25621084206838024
1465,1590,1000,11.567500380452604,0.4062648595937181,0.7613473821356086
1464,1272,1000,14.93004837390149,0.4470420836497742,1.717595792719661
1467,2226,1000,8.182198153166583,0.43195248636531947,4.93996077483117
1466,1908,1000,9.575332285649829,0.39457150735893737,0.90927841016889
1461,318,1000,31.921399519752992,0.7117495124345113,3.174897123280534
1460,10,1000,34.38045360542447,0.6967703996844251,2.1576441629587073
1463,954,1000,19.671649902869966,0.4718316449145527,1.4001842411563479
1462,636,1000,25.80583374088853,0.5777130457323767,0.9788992564819855
1490,2862,1500,9.490278066599288,0.3893386887868299,0.9082253075328729
1491,3339,1500,7.799771104595783,0.3827142602259179,0.042703507541378916
1492,3816,1500,6.7387125433914905,0.3712726912016775,2.146368221665639
1493,4293,1500,6.41970214095402,0.3643724541669789,2.8907825675555916
1494,4770,1500,5.055973039383982,0.3929982758016982,4.453766905087696
1495,5247,1500,4.5938344752739395,0.42828089871850444,1.5529198641724618
1496,-10,2000,34.29735233118815,0.6566019128130491,0.46826853944178487
1497,-636,2000,32.263249483876464,0.6408839512286063,1.0406502023625157
1498,-1272,2000,26.201068253268957,0.5606750660106683,1.360425432793752
1499,-1908,2000,19.102581500820122,0.4940786857828032,0.024940381804863503
1528,-7640,3000,7.185779180911853,0.3926539952500471,3.0238684697088476
1529,-8595,3000,7.837587681854118,0.44578376511270396,8.970443398442228
1418,384,200,9.739902350590523,0.43229286138345463,0.7350875333854296
1419,448,200,8.135419512854872,0.3817939572415797,2.013631038704847
1410,-640,200,5.7237235360767995,0.4041558210414661,0.5695646229130019
1411,-704,200,4.822227222601044,0.35913749126725586,3.0243682283230995
1412,10,200,35.335597448048,0.7257645475904039,13.986663742371382
1413,64,200,33.20047274993048,0.5695056953567218,5.786508583338571
1414,128,200,26.023844381720505,0.6022264970126106,2.6198355240553792
1415,192,200,19.013438030123822,0.47923451480662943,2.0027254347522407
1416,256,200,14.689780798027833,0.43730930704161497,2.2850329896238954
1417,320,200,11.694203602639668,0.4051259281357153,3.0537346739542754
1510,1272,2000,25.349351953704367,0.5404634055433828,0.3180231085763728
1483,-5247,1500,5.173838660395953,0.365661567862408,3.2301522766766286
1482,-4770,1500,5.425712926602214,0.4027217573759795,1.6845279378594809
1481,-4293,1500,6.12756571069135,0.3862884307441139,0.8053161323612549
1480,-3816,1500,6.783840708984661,0.38627181849032705,0.8230077461220896
1487,1431,1500,19.52411141673495,0.5144373486482853,0.13836579803347382
1486,954,1500,25.251508320062815,0.5708962254736456,5.762214614930045
1485,477,1500,31.49769343845515,0.6866216959017699,3.946904947421858
1484,10,1500,34.44373853245794,0.6569793384482391,3.0165524780607473
1489,2385,1500,11.232158125254434,0.4850239708785154,2.7995132186422893
1488,1908,1500,14.771842209523804,0.4183568938905066,1.3571216878455161
1524,-3820,3000,14.858608297704853,0.4633181893749802,2.317656081884046
1525,-4775,3000,11.454415217239927,0.41091790095254355,2.8249707678861964
1409,-576,200,5.577414233695143,0.40677795722415194,1.2676763418315649
1408,-512,200,7.114936882382902,0.36008515272000685,1.589374327927415
1520,-10,3000,35.08625495472357,0.6417130380507071,0.1431966274323482
1521,-955,3000,32.1518687918136,0.7621064548781398,1.221593631097723
1522,-1910,3000,25.465047120226217,0.529843959763131,1.1873234348075534
1523,-2865,3000,18.55292747648526,0.5064199078413322,2.198666852499404
1403,-192,200,19.826094934826042,0.45654108758903855,1.7478115538505115
1402,-128,200,26.962025673392457,0.5332615436614383,6.225705200642051
1401,-64,200,32.56742091359505,0.5897309147389781,13.453232230455205
1400,-10,200,34.968282838587164,0.8182871428684416,8.719156556582139
1407,-448,200,7.844526342513442,0.44411223373710357,1.875988736601028
1406,-384,200,9.802615072105935,0.4016791429838387,2.0106728783023717
1405,-320,200,11.6438467804043,0.4389344348070506,1.7238165623416097
1404,-256,200,15.892897210474986,0.4432962079660022,0.5715685958260613
1436,10,500,35.16736917801648,0.6823173563501036,0.9506311688653781
1437,159,500,31.368283454594188,0.670371721918226,2.113538303611571
1434,-1590,500,5.445258165427036,0.38774699725295364,0.1384245773019669
1435,-1749,500,5.114304604753092,0.38736298451058243,0.448149871380127
1432,-1272,500,7.216532563408772,0.38466840612048464,4.9666009946162175
1433,-1431,500,5.870688846292787,0.41255988476640787,1.3131583345548805
1430,-954,500,9.605889583878529,0.4453717670166926,0.7687673358417765
1431,-1113,500,7.953031517515571,0.3808133729488634,0.8353426818259923
1511,1908,2000,19.047556972952897,0.47253843447578164,0.4241960806568191
1438,318,500,25.312999830516198,0.5443385572214943,1.6957503742509272
1439,477,500,19.677473012625455,0.5193931412125103,1.6764288045593883
1537,4775,3000,11.430513595822845,0.47446284660849486,0.9086128654747069
1536,3820,3000,14.88230527378324,0.5099726770598622,2.0485074248929656
1535,2865,3000,19.46064632947043,0.5057200918264677,1.3670315974525105
1534,1910,3000,24.987688202524396,0.5013018679172803,2.329970319952367
1533,955,3000,32.256494541670996,0.6103224564901506,1.3887290982012745
1532,10,3000,35.23787262275788,0.6540239882899669,5.171708544070771
1531,-10505,3000,4.8579402683886945,0.38108694980962,0.6194911252780064
1530,-9550,3000,6.068989871794431,0.41995288899688926,7.817473502804865
1539,6685,3000,8.193637424719384,0.39357368863786163,0.5548435966762412
1538,5730,3000,9.100751760434134,0.4236423892913206,1.5414504516732521
1421,576,200,5.951754278077463,0.3931021301080396,0.6657321844572727
1420,512,200,6.62633026308031,0.4337869890077181,2.7746097757733637
1423,704,200,5.22789881369315,0.41488198372867363,3.4495536552679447
1422,640,200,5.352919969419736,0.379440344078644,1.3772625513292482
1425,-159,500,32.555196461432665,0.6676101099970345,2.3144300573803007
1424,-10,500,34.65732102977542,0.7106291403809558,0.5415041632502976
1427,-477,500,19.206379908983184,0.518440255269058,1.2477524197355099
1426,-318,500,26.235531569431128,0.5577365995797813,0.850685676004734
1429,-795,500,12.10506376796019,0.4209905554615042,1.1384870536620573
1428,-636,500,15.050541176017152,0.462233240549047,1.6713743270085615
1502,-3816,2000,9.331522921433473,0.40297617885241255,0.22670094430128307
1503,-4452,2000,8.065726292289487,0.40027295857825484,1.9272138218738002
1500,-2544,2000,14.796656441881103,0.4449082356877363,2.659474756922478
1501,-3180,2000,11.832921702745955,0.4138339838394078,1.1040481535361577
1506,-6360,2000,5.7773913186311185,0.3889964439103981,0.6675534020905607
1507,-6996,2000,4.784474591145604,0.38821250564558013,1.6135385583731299
1504,-5088,2000,6.812480140830123,0.40810186505694834,2.036374089532303
1505,-5724,2000,6.168934391712736,0.4151366234804746,2.8994771231316707
1508,10,2000,35.293396890573064,0.6765940596780277,6.289081927375213
1509,636,2000,32.15028667315774,0.5908761098870742,1.5065455885074248
1454,-1908,1000,9.725850547508267,0.4249484360677877,0.28638427626034757
1455,-2226,1000,7.376932345100213,0.361463837981232,1.7302466086911854
1456,-2544,1000,6.725859626292833,0.40342618837937294,0.6718611358701784
1457,-2862,1000,5.913298415234457,0.405946733519342,0.6497100522622886
1450,-636,1000,25.45812133414761,0.5615447187040321,4.55403745598595
1451,-954,1000,19.56808549071178,0.461098540800258,0.025520328814319485
1452,-1272,1000,15.048440832979121,0.45508812296423473,0.8532513113233233
1453,-1590,1000,12.075107769696006,0.44699698191694426,3.183719154593184
1515,4452,2000,7.606244300626941,0.43315040246380326,6.184512583832679
1514,3816,2000,9.404991049482199,0.38227188824349057,0.7434822353227406
1517,5724,2000,6.062200289802603,0.36148153142525896,1.672621172478804
1516,5088,2000,6.554922789583117,0.41668031307795317,1.9710966229192854
1458,-3180,1000,5.419745926975937,0.39868136027895074,1.8832824975477205
1459,-3498,1000,4.800189597185773,0.38800849215414485,1.432587911372751
1512,2544,2000,15.391865250103187,0.4832720856849274,0.4993526376563279
1519,6996,2000,5.158937231163421,0.3817571198610656,1.0362981608037296
1518,6360,2000,5.267432180354874,0.44082539515271907,2.456937136541123
1447,1749,500,5.257692489509114,0.41896856905513535,0.8788911728862829
1446,1590,500,5.279339782975535,0.3756934568101967,1.470654605437866
1445,1431,500,5.800815412456516,0.4283023050348674,2.1189533555145954
1444,1272,500,6.537765423074317,0.4079824282535129,1.3637061973751188
1443,1113,500,7.389157331471541,0.4415143286635383,0.5593909772035821
1442,954,500,9.244587856358724,0.4142703084455919,0.11559897227554816
1441,795,500,12.034806904464117,0.46878770242949647,2.4287352678559606
1440,636,500,15.16667169599198,0.4346272329598229,0.7653372141539575
1449,-318,1000,32.75766246201944,0.6625392992286488,0.3674531738758598
1448,-10,1000,35.108203498062416,0.6113463839544623,0.2059408470454238
1472,-10,1500,35.13544365155712,0.6493388406015861,0.535418055259442
1473,-477,1500,32.67030229166852,0.6000696073898707,0.32919246128782864
1471,3498,1000,5.070009222909978,0.4235248008708647,2.07369280640976
1476,-1908,1500,14.84789250950923,0.452386331570813,2.184410274643906
1477,-2385,1500,12.054509515594825,0.422736370758698,0.6217709230471496
1474,-954,1500,25.497743622408173,0.5513456767507645,1.6433638264491162
1475,-1431,1500,19.45937549652761,0.5050008670150649,2.199500741608061
1478,-2862,1500,9.56861666006101,0.44977955896465993,2.5794513769804097
1479,-3339,1500,8.288480255691615,0.4375724004890885,0.2337026675183614
