Folder,Offset,SLP,R1p,R1p_err,RedChiSq
1546,-160,250,45.93586094774625,1.1107449595409995,0.9115905360540411
1547,-240,250,33.98720818409148,0.9389078890722555,0.4631835251133256
1544,-10,250,65.14404064743785,1.3460472726192192,2.749312476437874
1545,-80,250,59.92791840657311,1.2583634168943891,0.940236041211461
1542,1590,500,8.240799489553984,0.7822146738028064,0.5000580314295208
1543,1749,500,7.658656432579248,0.7358622303960451,0.8523230448258446
1540,1272,500,11.094069668341737,0.7429493229026415,1.2988403299135252
1541,1431,500,9.292271294594501,0.7704072001983586,1.2448751685954544
1526,-954,500,15.465283864315762,0.8380794889024797,0.3699421563748197
1548,-320,250,25.207874274286628,0.840773320645342,2.008290971024016
1549,-400,250,19.837865560456194,0.8705228281642958,0.5854670296856225
1527,-1113,500,12.362066913297442,0.7393789768530943,0.3247532973194057
1469,5724,2000,7.77814465400802,0.7647408190582909,0.07588034875240184
1468,5088,2000,9.325916058497068,0.7931565265486165,1.5601793066031693
1465,3180,2000,17.616205781727416,0.8616362318519799,1.0580806387625337
1464,2544,2000,23.72760721635206,0.8224806226825135,1.8450465795431208
1467,4452,2000,11.128744655401231,0.7420602828757246,0.09735597829327147
1466,3816,2000,13.322513724842976,0.774653566551562,2.6227852500982674
1461,636,2000,56.551165706742445,1.2167953246106362,0.6986511014781985
1460,10,2000,61.687216471570515,1.2670814479497479,0.12474563017798762
1463,1908,2000,33.08905732433614,0.946675169237003,0.9264748781835258
1462,1272,2000,44.241415380211535,1.0648436377581578,1.6099391150843765
1490,2292,1200,15.161343728361604,0.7369642680278784,1.2273499743428327
1491,2674,1200,12.849207803376562,0.8465080795142984,2.716672026859017
1492,3056,1200,10.09817892341241,0.7329856335075422,0.8756004128826254
1493,3438,1200,8.514540097548927,0.7025252554760101,1.5524809807716364
1494,3820,1200,8.234915655933133,0.764639940786269,0.5356682406673007
1495,4202,1200,6.580850339073672,0.7195095589015599,1.9546880748456
1496,-10,800,64.75388793790576,1.4080810143853797,0.1541009364089603
1497,-255,800,57.43315181978714,1.231908833550406,0.6120146638877973
1498,-510,800,47.07725775163512,1.1656485943871169,1.911903398834844
1499,-765,800,33.407734722430654,0.9868158282022411,1.4851950755982422
1578,-480,150,8.283654174798999,0.7008211683735166,0.7661008100704946
1551,-560,250,12.851944225070499,0.8583565830613502,0.4426541657277457
1550,-480,250,16.5063227975755,0.7811196480623612,0.27760433926730016
1553,-720,250,9.117909725928229,0.7370212107165429,0.30096101694577065
